,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file
2351.json,2022-07-17 17:25:21.287610394,2022-07-17 17:25:21.705433134,DUR,Absent,Attraction,5.0,2022-07-17 17:25:00,2022-07-17_17:21,2022-07-17_17:25
1396.json,2022-07-17 18:42:05.648403603,2022-07-17 18:42:06.033662443,DUR,Absent,Travelling,10.0,2022-07-17 18:42:00,2022-07-17_18:41,2022-07-17_18:42
4188.json,2022-07-18 19:18:25.132383676,2022-07-18 19:18:25.360150303,DUR+AFT,Absent,Foraging,4.0,2022-07-18 19:18:00,2022-07-18_19:03,2022-07-18_19:18
100.json,2020-07-11 09:04:10.606585789,2020-07-11 09:04:11.022530329,DUR,Absent,Socialising,8.0,2020-07-11 09:04:00,2020-07-11_08:36,2020-07-11_09:04
5960.json,2020-07-12 14:02:54.416744434,2020-07-12 14:02:54.848686842,Control,Present,Attraction,2.0,2020-07-12 14:02:00,2020-07-12_13:42,2020-07-12_14:02
5781.json,2020-07-12 13:46:04.399413412,2020-07-12 13:46:04.743367551,DUR,Present,Attraction,8.0,2020-07-12 13:46:00,2020-07-12_13:42,2020-07-12_13:46
9414.json,2020-07-17 08:43:52.955286671,2020-07-17 08:43:54.236832400,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43
6492.json,2020-07-12 14:00:07.782962272,2020-07-12 14:00:08.158912145,Control,Present,Attraction,2.0,2020-07-12 14:00:00,2020-07-12_13:42,2020-07-12_14:00
9944.json,2020-07-16 09:05:15.316617319,2020-07-16 09:05:16.285379544,DUR,Present,Travelling,5.0,2020-07-16 09:05:00,2020-07-16_08:58,2020-07-16_09:05
1874.json,2022-07-17 17:28:32.578799282,2022-07-17 17:28:33.793261190,AFT,Absent,Attraction,5.0,2022-07-17 17:28:00,2022-07-17_17:21,2022-07-17_17:28
13326.json,2021-07-09 11:35:32.245680840,2021-07-09 11:35:32.706448992,Control,Present,,,2021-07-09 11:35:00,2021-07-09_11:09,2021-07-09_11:35
726.json,2020-07-11 13:17:58.652101196,2020-07-11 13:17:58.997526297,DUR,Present,Travelling,3.0,2020-07-11 13:17:00,2020-07-11_13:15,2020-07-11_13:17
2858.json,2020-07-18 08:15:07.732036258,2020-07-18 08:15:08.213142340,DUR+AFT,Present,Travelling,4.0,2020-07-18 08:15:00,2020-07-18_07:53,2020-07-18_08:15
658.json,2020-07-11 12:35:02.823623517,2020-07-11 12:35:03.135581922,DUR,Present,Attraction,4.0,2020-07-11 12:35:00,2020-07-11_12:34,2020-07-11_12:35
12425.json,2020-07-16 09:38:00.168054569,2020-07-16 09:38:00.454281403,Control,Present,Attraction,5.0,2020-07-16 09:38:00,2020-07-16_09:30,2020-07-16_09:38
4577.json,2022-07-18 19:41:30.038464051,2022-07-18 19:41:30.465825386,DUR,Absent,Travelling,6.0,2022-07-18 19:41:00,2022-07-18_19:28,2022-07-18_19:41
4596.json,2022-07-18 19:41:45.089033887,2022-07-18 19:41:45.308787308,DUR,Absent,Travelling,6.0,2022-07-18 19:41:00,2022-07-18_19:28,2022-07-18_19:41
13731.json,2021-07-09 11:15:31.481344371,2021-07-09 11:15:31.618766285,Control,Present,,,2021-07-09 11:15:00,2021-07-09_11:09,2021-07-09_11:15
13159.json,2021-07-09 12:14:33.247995061,2021-07-09 12:14:33.617930050,AFT,Absent,Foraging,12.0,2021-07-09 12:14:00,2021-07-09_12:08,2021-07-09_12:14
7126.json,2020-07-12 14:04:36.901406263,2020-07-12 14:04:37.942281214,Control,Present,Attraction,2.0,2020-07-12 14:04:00,2020-07-12_13:42,2020-07-12_14:04
9193.json,2020-07-17 08:18:59.219118189,2020-07-17 08:18:59.986508930,AFT,Present,Attraction,7.0,2020-07-17 08:18:00,2020-07-17_08:08,2020-07-17_08:18
1747.json,2022-07-17 17:29:00.374714211,2022-07-17 17:29:01.295048416,AFT,Absent,Attraction,5.0,2022-07-17 17:29:00,2022-07-17_17:21,2022-07-17_17:29
8482.json,2020-07-13 06:38:32.419677376,2020-07-13 06:38:32.627649647,BEF+DUR,Absent,Attraction,10.0,2020-07-13 06:38:00,2020-07-13_06:37,2020-07-13_06:38
9902.json,2020-07-16 10:11:27.518380872,2020-07-16 10:11:28.741936600,DUR,Present,Milling,8.0,2020-07-16 10:11:00,2020-07-16_10:06,2020-07-16_10:11
10942.json,2020-07-16 10:21:50.066970511,2020-07-16 10:21:50.959280200,DUR+AFT,Present,Milling,5.0,2020-07-16 10:21:00,2020-07-16_10:21,2020-07-16_10:21
2282.json,2022-07-17 17:27:30.612856488,2022-07-17 17:27:31.176546061,DUR+AFT,Absent,Attraction,5.0,2022-07-17 17:27:00,2022-07-17_17:21,2022-07-17_17:27
7609.json,2020-07-13 07:36:03.870288036,2020-07-13 07:36:04.057458239,Control,Present,Attraction,8.0,2020-07-13 07:36:00,2020-07-13_07:32,2020-07-13_07:36
5101.json,2022-07-18 17:14:54.120650357,2022-07-18 17:14:54.262659782,DUR,Absent,Attraction,6.0,2022-07-18 17:14:00,2022-07-18_17:13,2022-07-18_17:14
1854.json,2022-07-17 17:23:59.692256684,2022-07-17 17:23:59.995599398,DUR,Absent,Milling,10.0,2022-07-17 17:23:00,2022-07-17_17:21,2022-07-17_17:23
6446.json,2020-07-12 09:41:16.999245550,2020-07-12 09:41:17.391342853,Control,Present,Attraction,15.0,2020-07-12 09:41:00,2020-07-12_09:39,2020-07-12_09:41
10524.json,2020-07-16 09:03:05.971287661,2020-07-16 09:03:06.629830052,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
805.json,2020-07-11 11:56:27.016031868,2020-07-11 11:56:27.260167890,DUR,Present,Travelling,6.0,2020-07-11 11:56:00,2020-07-11_11:40,2020-07-11_11:56
13577.json,2021-07-09 11:32:21.535327059,2021-07-09 11:32:21.983404276,Control,Present,,,2021-07-09 11:32:00,2021-07-09_11:09,2021-07-09_11:32
12484.json,2020-07-16 09:01:54.947803597,2020-07-16 09:01:55.200372976,DUR,Present,Travelling,6.0,2020-07-16 09:01:00,2020-07-16_08:58,2020-07-16_09:01
1558.json,2022-07-17 17:33:24.850137431,2022-07-17 17:33:25.146716679,DUR,Absent,Foraging,5.0,2022-07-17 17:33:00,2022-07-17_17:21,2022-07-17_17:33
4453.json,2022-07-18 19:07:54.412907465,2022-07-18 19:07:55.527178249,DUR,Absent,Foraging,4.0,2022-07-18 19:07:00,2022-07-18_19:03,2022-07-18_19:07
12986.json,2021-07-09 11:25:25.917068496,2021-07-09 11:25:26.686028021,Control,Present,,,2021-07-09 11:25:00,2021-07-09_11:09,2021-07-09_11:25
11464.json,2020-07-16 08:26:08.737289131,2020-07-16 08:26:10.012363585,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
12625.json,2020-07-16 09:56:42.333360965,2020-07-16 09:56:42.766607861,DUR,Present,Attraction,7.0,2020-07-16 09:56:00,2020-07-16_09:51,2020-07-16_09:56
3751.json,2022-07-18 19:17:58.603375980,2022-07-18 19:17:58.731836735,DUR,Absent,Foraging,4.0,2022-07-18 19:17:00,2022-07-18_19:03,2022-07-18_19:17
3116.json,2020-07-18 08:58:16.514447334,2020-07-18 08:58:17.566798658,BEF+DUR,Present,Travelling,20.0,2020-07-18 08:58:00,2020-07-18_08:57,2020-07-18_08:58
11110.json,2020-07-16 10:07:37.400270197,2020-07-16 10:07:37.616755943,DUR,Present,Travelling,8.0,2020-07-16 10:07:00,2020-07-16_10:06,2020-07-16_10:07
287.json,2020-07-11 09:35:07.757918001,2020-07-11 09:35:07.953436254,DUR,Present,Travelling,8.0,2020-07-11 09:35:00,2020-07-11_09:33,2020-07-11_09:35
3348.json,2022-07-18 19:42:50.893860095,2022-07-18 19:42:50.994645778,DUR,Absent,Travelling,6.0,2022-07-18 19:42:00,2022-07-18_19:28,2022-07-18_19:42
2302.json,2022-07-17 17:27:52.741709796,2022-07-17 17:27:52.863770755,DUR+AFT,Absent,Attraction,5.0,2022-07-17 17:27:00,2022-07-17_17:21,2022-07-17_17:27
5665.json,2020-07-12 14:06:06.194995539,2020-07-12 14:06:06.362537628,Control,Present,Travelling,6.0,2020-07-12 14:06:00,2020-07-12_13:42,2020-07-12_14:06
1469.json,2022-07-17 17:34:31.291100876,2022-07-17 17:34:31.771181310,DUR+AFT,Absent,Foraging,5.0,2022-07-17 17:34:00,2022-07-17_17:21,2022-07-17_17:34
4686.json,2022-07-18 16:47:04.450403454,2022-07-18 16:47:04.617074930,Control,Absent,Foraging,6.0,2022-07-18 16:47:00,2022-07-18_16:37,2022-07-18_16:47
2229.json,2022-07-17 17:30:35.540036980,2022-07-17 17:30:36.206016621,BEF+DUR,Absent,Foraging,5.0,2022-07-17 17:30:00,2022-07-17_17:21,2022-07-17_17:30
8979.json,2020-07-13 07:20:54.076616423,2020-07-13 07:20:55.000666578,Control,Present,Travelling,10.0,2020-07-13 07:20:00,2020-07-13_07:18,2020-07-13_07:20
4560.json,2022-07-18 19:04:40.564508173,2022-07-18 19:04:40.766419305,DUR,Absent,Foraging,8.0,2022-07-18 19:04:00,2022-07-18_19:03,2022-07-18_19:04
11545.json,2020-07-16 08:25:29.404079456,2020-07-16 08:25:29.722089799,DUR,Absent,Foraging,40.0,2020-07-16 08:25:00,2020-07-16_08:23,2020-07-16_08:25
7936.json,2020-07-13 06:43:36.091061724,2020-07-13 06:43:36.672860814,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
1453.json,2022-07-17 17:34:53.172559129,2022-07-17 17:34:53.571826811,DUR+AFT,Absent,Foraging,5.0,2022-07-17 17:34:00,2022-07-17_17:21,2022-07-17_17:34
2156.json,2022-07-17 18:44:12.318527456,2022-07-17 18:44:13.502052187,DUR,Absent,Travelling,10.0,2022-07-17 18:44:00,2022-07-17_18:41,2022-07-17_18:44
7142.json,2020-07-12 14:04:20.386618825,2020-07-12 14:04:20.651856845,Control,Present,Attraction,2.0,2020-07-12 14:04:00,2020-07-12_13:42,2020-07-12_14:04
3387.json,2022-07-18 17:51:01.421544376,2022-07-18 17:51:02.123036017,BEF,Absent,Attraction,12.0,2022-07-18 17:51:00,2022-07-18_17:37,2022-07-18_17:51
1953.json,2022-07-17 17:44:02.477814503,2022-07-17 17:44:02.662857732,DUR,Absent,Foraging,8.0,2022-07-17 17:44:00,2022-07-17_17:21,2022-07-17_17:44
2544.json,2022-07-17 17:48:16.399150698,2022-07-17 17:48:16.979893795,DUR,Absent,Foraging,8.0,2022-07-17 17:48:00,2022-07-17_17:21,2022-07-17_17:48
12583.json,2020-07-16 09:07:28.450060281,2020-07-16 09:07:29.348955235,DUR,Present,Travelling,5.0,2020-07-16 09:07:00,2020-07-16_08:58,2020-07-16_09:07
215.json,2020-07-11 11:44:56.528462872,2020-07-11 11:44:57.192374350,DUR,Present,Travelling,35.0,2020-07-11 11:44:00,2020-07-11_11:40,2020-07-11_11:44
2469.json,2022-07-17 17:53:42.458563283,2022-07-17 17:53:43.246658696,DUR,Absent,Foraging,8.0,2022-07-17 17:53:00,2022-07-17_17:21,2022-07-17_17:53
11761.json,2020-07-16 09:04:28.684175443,2020-07-16 09:04:28.852153046,DUR,Present,Travelling,5.0,2020-07-16 09:04:00,2020-07-16_08:58,2020-07-16_09:04
10606.json,2020-07-16 09:03:08.014050372,2020-07-16 09:03:08.142233900,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
11727.json,2020-07-16 09:06:11.197994807,2020-07-16 09:06:11.331506390,DUR,Present,Travelling,5.0,2020-07-16 09:06:00,2020-07-16_08:58,2020-07-16_09:06
2157.json,2022-07-17 18:44:55.309546809,2022-07-17 18:44:55.738570885,DUR,Absent,Travelling,10.0,2022-07-17 18:44:00,2022-07-17_18:41,2022-07-17_18:44
10774.json,2020-07-16 09:55:18.890596931,2020-07-16 09:55:19.744273499,DUR,Present,Attraction,7.0,2020-07-16 09:55:00,2020-07-16_09:51,2020-07-16_09:55
6333.json,2020-07-12 13:59:46.690236131,2020-07-12 13:59:47.026360146,Control,Present,Attraction,2.0,2020-07-12 13:59:00,2020-07-12_13:42,2020-07-12_13:59
10423.json,2020-07-16 10:10:52.230214617,2020-07-16 10:10:53.717644345,DUR,Present,Foraging,8.0,2020-07-16 10:10:00,2020-07-16_10:06,2020-07-16_10:10
1010.json,2020-07-11 08:58:28.840082343,2020-07-11 08:58:29.404145680,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58
8524.json,2020-07-13 11:52:13.590187975,2020-07-13 11:52:13.862151713,DUR,Absent,Travelling,12.0,2020-07-13 11:52:00,2020-07-13_11:41,2020-07-13_11:52
5648.json,2020-07-12 14:06:37.682975603,2020-07-12 14:06:38.434875350,Control,Present,Travelling,6.0,2020-07-12 14:06:00,2020-07-12_13:42,2020-07-12_14:06
2736.json,2020-07-18 08:57:54.474938461,2020-07-18 08:57:54.631118282,BEF,Present,Travelling,20.0,2020-07-18 08:57:00,2020-07-18_08:57,2020-07-18_08:57
13593.json,2021-07-09 11:31:27.859886727,2021-07-09 11:31:28.466898309,Control,Present,,,2021-07-09 11:31:00,2021-07-09_11:09,2021-07-09_11:31
8835.json,2020-07-13 06:39:49.307884874,2020-07-13 06:39:50.649442742,DUR,Absent,Attraction,10.0,2020-07-13 06:39:00,2020-07-13_06:37,2020-07-13_06:39
12362.json,2020-07-16 08:58:04.629666478,2020-07-16 08:58:05.113785686,BEF+DUR,Present,Foraging,4.0,2020-07-16 08:58:00,2020-07-16_08:58,2020-07-16_08:58
1795.json,2022-07-17 17:32:30.484335422,2022-07-17 17:32:31.425241512,DUR,Absent,Foraging,5.0,2022-07-17 17:32:00,2022-07-17_17:21,2022-07-17_17:32
8886.json,2020-07-13 06:39:54.918294935,2020-07-13 06:39:55.533533204,DUR,Absent,Attraction,10.0,2020-07-13 06:39:00,2020-07-13_06:37,2020-07-13_06:39
1299.json,2020-07-11 11:57:00.223278091,2020-07-11 11:57:01.168199164,DUR,Present,Travelling,6.0,2020-07-11 11:57:00,2020-07-11_11:40,2020-07-11_11:57
10631.json,2020-07-16 09:03:29.145628370,2020-07-16 09:03:29.788927246,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
6768.json,2020-07-12 13:56:08.702839621,2020-07-12 13:56:09.382748967,Control,Present,Travelling,3.0,2020-07-12 13:56:00,2020-07-12_13:42,2020-07-12_13:56
7989.json,2020-07-13 11:43:57.720914292,2020-07-13 11:43:58.569368829,DUR,Absent,Travelling,15.0,2020-07-13 11:43:00,2020-07-13_11:41,2020-07-13_11:43
6007.json,2020-07-12 14:02:31.046431750,2020-07-12 14:02:32.091110696,Control,Present,Attraction,2.0,2020-07-12 14:02:00,2020-07-12_13:42,2020-07-12_14:02
6736.json,2020-07-12 09:42:41.693752279,2020-07-12 09:42:42.418344221,Control,Present,Attraction,15.0,2020-07-12 09:42:00,2020-07-12_09:39,2020-07-12_09:42
5161.json,2022-07-18 16:39:55.887136831,2022-07-18 16:39:56.578371088,Control,Absent,Foraging,6.0,2022-07-18 16:39:00,2022-07-18_16:37,2022-07-18_16:39
216.json,2020-07-11 11:44:24.918977782,2020-07-11 11:44:25.507429594,DUR,Present,Travelling,35.0,2020-07-11 11:44:00,2020-07-11_11:40,2020-07-11_11:44
12843.json,2020-07-16 09:53:55.381516956,2020-07-16 09:53:55.485011538,DUR,Present,Attraction,7.0,2020-07-16 09:53:00,2020-07-16_09:51,2020-07-16_09:53
4717.json,2022-07-18 19:11:44.304608517,2022-07-18 19:11:44.599532506,DUR,Absent,Foraging,4.0,2022-07-18 19:11:00,2022-07-18_19:03,2022-07-18_19:11
622.json,2020-07-11 08:57:08.658416318,2020-07-11 08:57:09.282241192,DUR,Absent,Socialising,8.0,2020-07-11 08:57:00,2020-07-11_08:36,2020-07-11_08:57
4264.json,2022-07-18 18:01:56.908689740,2022-07-18 18:01:57.958080231,DUR+AFT,Absent,Foraging,12.0,2022-07-18 18:01:00,2022-07-18_17:37,2022-07-18_18:01
175.json,2020-07-11 11:41:12.622463601,2020-07-11 11:41:13.870150647,DUR,Present,Foraging,12.0,2020-07-11 11:41:00,2020-07-11_11:40,2020-07-11_11:41
11086.json,2020-07-16 10:07:15.010746963,2020-07-16 10:07:15.887542087,DUR,Present,Travelling,8.0,2020-07-16 10:07:00,2020-07-16_10:06,2020-07-16_10:07
2963.json,2020-07-18 08:59:34.830604338,2020-07-18 08:59:35.747739256,DUR,Present,Travelling,20.0,2020-07-18 08:59:00,2020-07-18_08:57,2020-07-18_08:59
11176.json,2020-07-16 09:35:25.262755035,2020-07-16 09:35:26.481407348,Control,Present,Attraction,5.0,2020-07-16 09:35:00,2020-07-16_09:30,2020-07-16_09:35
9758.json,2020-07-17 09:03:14.482506729,2020-07-17 09:03:14.699202411,AFT,Present,Attraction,4.0,2020-07-17 09:03:00,2020-07-17_08:57,2020-07-17_09:03
4725.json,2022-07-18 19:11:30.752881035,2022-07-18 19:11:31.143732681,DUR,Absent,Foraging,4.0,2022-07-18 19:11:00,2022-07-18_19:03,2022-07-18_19:11
5641.json,2020-07-12 14:06:01.252639765,2020-07-12 14:06:01.790800647,Control,Present,Travelling,6.0,2020-07-12 14:06:00,2020-07-12_13:42,2020-07-12_14:06
1488.json,2022-07-17 17:34:48.415502732,2022-07-17 17:34:48.600684834,DUR+AFT,Absent,Foraging,5.0,2022-07-17 17:34:00,2022-07-17_17:21,2022-07-17_17:34
11798.json,2020-07-16 09:04:44.710138097,2020-07-16 09:04:44.871749323,DUR,Present,Travelling,5.0,2020-07-16 09:04:00,2020-07-16_08:58,2020-07-16_09:04
4977.json,2022-07-18 18:30:19.278145524,2022-07-18 18:30:19.725308022,AFT,Absent,Foraging,7.0,2022-07-18 18:30:00,2022-07-18_18:23,2022-07-18_18:30
4514.json,2022-07-18 18:41:13.251074952,2022-07-18 18:41:13.385439347,DUR,Absent,Attraction,5.0,2022-07-18 18:41:00,2022-07-18_18:23,2022-07-18_18:41
2584.json,2022-07-17 17:49:08.951930341,2022-07-17 17:49:09.131719380,DUR,Absent,Foraging,8.0,2022-07-17 17:49:00,2022-07-17_17:21,2022-07-17_17:49
10250.json,2020-07-16 10:12:01.181750358,2020-07-16 10:12:01.676045550,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12
5804.json,2020-07-12 13:46:36.993105931,2020-07-12 13:46:37.688410325,DUR,Present,Attraction,8.0,2020-07-12 13:46:00,2020-07-12_13:42,2020-07-12_13:46
7905.json,2020-07-13 06:43:11.332738317,2020-07-13 06:43:12.258022087,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
6617.json,2020-07-12 13:58:38.364010343,2020-07-12 13:58:39.101242966,Control,Present,Attraction,2.0,2020-07-12 13:58:00,2020-07-12_13:42,2020-07-12_13:58
12005.json,2020-07-16 08:59:51.386195148,2020-07-16 08:59:52.092996935,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
5247.json,2022-07-18 19:08:54.712517235,2022-07-18 19:08:55.122135963,DUR,Absent,Foraging,4.0,2022-07-18 19:08:00,2022-07-18_19:03,2022-07-18_19:08
4675.json,2022-07-18 16:47:04.678720544,2022-07-18 16:47:05.685598914,Control,Absent,Foraging,6.0,2022-07-18 16:47:00,2022-07-18_16:37,2022-07-18_16:47
366.json,2020-07-11 11:58:14.314341342,2020-07-11 11:58:15.193839908,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58
547.json,2020-07-11 11:43:57.616317824,2020-07-11 11:43:58.064788740,DUR,Present,Travelling,35.0,2020-07-11 11:43:00,2020-07-11_11:40,2020-07-11_11:43
9700.json,2020-07-17 09:02:41.217862545,2020-07-17 09:02:41.322221241,DUR+AFT,Present,Attraction,4.0,2020-07-17 09:02:00,2020-07-17_08:57,2020-07-17_09:02
12593.json,2020-07-16 09:07:04.764401738,2020-07-16 09:07:04.953049240,DUR,Present,Travelling,5.0,2020-07-16 09:07:00,2020-07-16_08:58,2020-07-16_09:07
33.json,2020-07-11 09:36:33.767154356,2020-07-11 09:36:34.012764956,DUR,Present,Travelling,8.0,2020-07-11 09:36:00,2020-07-11_09:33,2020-07-11_09:36
12305.json,2020-07-16 08:58:59.386473863,2020-07-16 08:58:59.995812787,BEF+DUR,Present,Foraging,4.0,2020-07-16 08:58:00,2020-07-16_08:58,2020-07-16_08:58
6404.json,2020-07-12 13:29:57.823156287,2020-07-12 13:29:58.188030197,DUR,Present,Attraction,4.0,2020-07-12 13:29:00,2020-07-12_13:20,2020-07-12_13:29
8710.json,2020-07-13 07:41:32.419677376,2020-07-13 07:41:32.731635782,Control,Present,Attraction,8.0,2020-07-13 07:41:00,2020-07-13_07:32,2020-07-13_07:41
7484.json,2020-07-13 06:48:45.495154208,2020-07-13 06:48:46.396983785,Control,Present,Attraction,10.0,2020-07-13 06:48:00,2020-07-13_06:37,2020-07-13_06:48
13569.json,2021-07-09 12:12:30.463771543,2021-07-09 12:12:31.061496908,DUR,Absent,Foraging,12.0,2021-07-09 12:12:00,2021-07-09_12:08,2021-07-09_12:12
11339.json,2020-07-16 10:24:58.997613264,2020-07-16 10:24:59.533250448,DUR,Present,Attraction,3.0,2020-07-16 10:24:00,2020-07-16_10:21,2020-07-16_10:24
4923.json,2022-07-18 18:53:21.009104293,2022-07-18 18:53:21.302361437,DUR,Absent,Foraging,5.0,2022-07-18 18:53:00,2022-07-18_18:23,2022-07-18_18:53
12447.json,2020-07-16 09:38:13.550139958,2020-07-16 09:38:14.465252763,Control,Present,Attraction,5.0,2020-07-16 09:38:00,2020-07-16_09:30,2020-07-16_09:38
6888.json,2020-07-12 14:08:11.872426793,2020-07-12 14:08:12.262365018,Control,Present,Attraction,6.0,2020-07-12 14:08:00,2020-07-12_13:42,2020-07-12_14:08
134.json,2020-07-11 11:41:30.404710910,2020-07-11 11:41:31.055593555,DUR,Present,Foraging,12.0,2020-07-11 11:41:00,2020-07-11_11:40,2020-07-11_11:41
10664.json,2020-07-16 09:40:08.128488681,2020-07-16 09:40:08.544257745,Control,Present,Attraction,5.0,2020-07-16 09:40:00,2020-07-16_09:30,2020-07-16_09:40
2898.json,2020-07-18 08:47:58.379178104,2020-07-18 08:47:59.015034930,AFT,Present,Socialising,10.0,2020-07-18 08:47:00,2020-07-18_08:45,2020-07-18_08:47
3456.json,2022-07-18 19:16:17.983618514,2022-07-18 19:16:18.150824805,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16
9831.json,2020-07-16 10:11:20.345025950,2020-07-16 10:11:22.317064336,DUR,Present,Milling,8.0,2020-07-16 10:11:00,2020-07-16_10:06,2020-07-16_10:11
6679.json,2020-07-12 09:39:22.836289850,2020-07-12 09:39:23.212434421,Control,Present,Attraction,15.0,2020-07-12 09:39:00,2020-07-12_09:39,2020-07-12_09:39
12626.json,2020-07-16 09:56:57.831914098,2020-07-16 09:56:58.142224234,DUR,Present,Attraction,7.0,2020-07-16 09:56:00,2020-07-16_09:51,2020-07-16_09:56
7745.json,2020-07-13 11:49:07.632782535,2020-07-13 11:49:08.222399510,BEF+DUR,Absent,Travelling,12.0,2020-07-13 11:49:00,2020-07-13_11:41,2020-07-13_11:49
13547.json,2021-07-09 12:12:57.479225930,2021-07-09 12:12:57.902757246,DUR,Absent,Foraging,12.0,2021-07-09 12:12:00,2021-07-09_12:08,2021-07-09_12:12
11197.json,2020-07-16 10:08:44.527618264,2020-07-16 10:08:45.515490330,DUR,Present,Foraging,8.0,2020-07-16 10:08:00,2020-07-16_10:06,2020-07-16_10:08
9124.json,2020-07-17 08:38:29.138291561,2020-07-17 08:38:29.356038770,BEF+DUR,Present,Travelling,25.0,2020-07-17 08:38:00,2020-07-17_08:37,2020-07-17_08:38
3773.json,2022-07-18 19:17:52.681228635,2022-07-18 19:17:52.997558977,DUR,Absent,Foraging,4.0,2022-07-18 19:17:00,2022-07-18_19:03,2022-07-18_19:17
5077.json,2022-07-18 19:15:00.179427578,2022-07-18 19:15:00.617234177,DUR,Absent,Foraging,4.0,2022-07-18 19:15:00,2022-07-18_19:03,2022-07-18_19:15
7537.json,2020-07-13 06:46:03.336922146,2020-07-13 06:46:03.773052843,Control,Present,Attraction,12.0,2020-07-13 06:46:00,2020-07-13_06:37,2020-07-13_06:46
10062.json,2020-07-16 09:02:30.699906679,2020-07-16 09:02:31.123850153,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02
1449.json,2022-07-17 17:34:59.542470554,2022-07-17 17:34:59.998302163,DUR+AFT,Absent,Foraging,5.0,2022-07-17 17:34:00,2022-07-17_17:21,2022-07-17_17:34
2294.json,2022-07-17 17:27:37.750293961,2022-07-17 17:27:37.941118794,DUR+AFT,Absent,Attraction,5.0,2022-07-17 17:27:00,2022-07-17_17:21,2022-07-17_17:27
6566.json,2020-07-12 13:58:43.954139448,2020-07-12 13:58:44.394080789,Control,Present,Attraction,2.0,2020-07-12 13:58:00,2020-07-12_13:42,2020-07-12_13:58
13553.json,2021-07-09 12:12:22.144759613,2021-07-09 12:12:22.698578286,DUR,Absent,Foraging,12.0,2021-07-09 12:12:00,2021-07-09_12:08,2021-07-09_12:12
990.json,2020-07-11 11:42:06.610188425,2020-07-11 11:42:07.542659990,DUR,Present,Foraging,12.0,2020-07-11 11:42:00,2020-07-11_11:40,2020-07-11_11:42
